x,y,region,country,reportingDate,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
37.25,45.25,,,,79.4,5.6,22.97,0.6,59.2,-2.0,0.8,3.6,5.5,14.47,145,4,616.1346819,0.0,0
110.75,33.25,,,,59.1,9.6,28.4,1.4,1.8,-7.4,-2.6,2.2,0.9,2.54,144,3,460.308729,4.27e-08,0
112.75,52.25,,,,27.8,13.2,31.0,0.1,0.4,-35.4,-28.8,-22.2,0.2,0.39,170,4,103.1591774,0.000483301,0
87.25,49.75,,,,42.6,12.1,31.0,0.2,9.4,-37.9,-31.8,-25.8,0.0,7.19,135,3,190.1048461,0.000399029,0
125.25,68.75,,,,62.9,5.9,31.0,0.0,19.8,-40.5,-37.5,-34.6,0.2,12.46,165,3,1.088815601,0.000211897,0
95.25,75.25,,,,60.9,7.2,31.0,0.0,12.3,-33.7,-30.1,-26.5,0.5,14.76,154,3,5.598757586,0.000966231,0
22.097452,41.966196,Europe,North Macedonia,11/7/2016,81.1,6.7,23.8,0.6,25.3,-2.7,0.7,4.1,5.2,7.26,185,2,323.7505799,0.091323295,1
132.25,44.25,,,,34.7,7.2,31.0,0.2,6.4,-19.2,-15.6,-12.0,1.5,1.59,151,4,204.688936,0.010168035,0
58.75,54.75,,,,60.8,9.1,31.0,0.2,10.9,-23.8,-19.2,-14.7,0.9,7.39,179,4,282.6412072,6e-05,0
133.75,59.25,,,,65.1,6.9,31.0,0.0,6.8,-40.0,-36.5,-33.1,0.2,2.87,180,4,3.700197549,0.000148654,0
90.25,27.25,,,,35.0,12.5,16.59,1.5,7.9,0.5,6.7,13.0,7.8,0.69,199,4,0.0,0.0,0
114.25,61.75,,,,76.7,7.9,31.0,0.1,13.3,-35.3,-31.3,-27.4,0.2,7.87,165,4,3.107950193,9.68e-05,0
78.75,33.25,,,,59.4,13.3,31.0,0.9,3.9,-21.4,-14.7,-8.1,0.0,3.84,116,8,57.82273178,0.0,0
43.25,35.25,,,,49.3,10.7,5.64,1.3,48.7,4.9,10.2,15.6,8.8,11.15,159,6,702.8832724,0.506926831,0
177.25,67.75,,,,59.0,9.2,31.0,0.1,27.2,-30.8,-26.2,-21.6,0.5,16.37,147,9,0.0,0.000427347,0
81.75,37.75,,,,48.7,13.5,31.0,0.5,0.1,-15.0,-8.2,-1.5,2.6,0.11,188,8,6.466016712,0.0,0
111.25,24.25,,,,80.9,4.5,9.77,1.4,23.5,3.1,5.3,7.6,5.5,8.49,166,4,2228.746304,638.3393648,0
20.377271,41.665616,Europe,Albania,11/12/2016,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,1
83.75,64.75,,,,87.4,6.1,31.0,0.0,24.6,-26.6,-23.5,-20.5,1.0,18.38,155,6,0.004207244,0.000113517,0
124.75,66.25,,,,64.7,5.8,31.0,0.0,16.9,-37.7,-34.8,-31.9,0.4,6.3,148,4,2.178016284,0.000338112,0
99.25,52.25,,,,34.5,12.4,31.0,0.1,7.6,-39.9,-33.7,-27.5,0.0,6.7,168,3,66.45307633,0.000495295,0
111.75,44.25,,,,25.4,11.9,31.0,0.3,1.0,-28.0,-22.0,-16.1,0.5,1.01,174,3,30.2701365,0.0,0
82.75,51.25,,,,64.7,9.8,31.0,0.1,6.7,-29.1,-24.2,-19.3,0.8,7.28,162,4,291.3826922,0.000333679,0
100.25,34.25,,,,40.8,18.4,31.0,1.1,3.2,-21.6,-12.4,-3.2,0.0,2.63,205,3,214.9186334,0.0,0
31.75,37.75,,,,74.9,8.0,23.56,0.8,72.1,-2.5,1.5,5.5,4.9,10.92,181,2,1396.081794,17.92372042,0
81.75,56.75,,,,53.6,7.5,31.0,0.0,7.3,-26.9,-23.1,-19.4,1.1,8.68,155,4,22.58561377,3.13e-05,0
86.75,21.75,,,,37.0,13.2,0.0,2.5,1.5,13.1,19.7,26.3,17.3,0.13,146,2,8614.420873,116.2412195,0
91.25,39.25,,,,35.7,14.4,31.0,0.9,0.0,-20.2,-13.0,-5.8,0.0,0.0,214,8,1.218357288,0.0,0
81.75,55.75,,,,51.5,7.9,31.0,0.0,7.3,-27.3,-23.3,-19.4,1.1,9.23,155,4,92.72725832,8.57e-05,0
119.75,57.25,,,,67.4,10.8,31.0,0.0,3.4,-38.2,-32.8,-27.4,0.2,2.39,191,3,5.894885001,0.003549668,0
19.833625,40.810631,Europe,Albania,31/07/2016,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0.0,1
28.75,37.25,,,,64.8,8.8,15.52,1.0,145.4,0.9,5.3,9.7,6.4,11.0,171,4,392.1672771,0.0,0
60.25,30.25,,,,40.8,15.5,21.52,2.1,10.3,-1.4,6.4,14.2,4.6,3.28,175,2,82.01669835,0.0,0
53.25,80.25,,,,75.0,8.6,31.0,0.0,41.6,-31.5,-27.2,-22.9,0.8,25.28,152,10,0.026940153,0.029205649,0
48.25,25.25,,,,44.2,9.5,0.0,3.4,34.1,11.9,16.6,21.4,9.4,9.52,167,9,7.239972709,0.0,0
127.25,61.75,,,,77.3,5.9,31.0,0.0,8.6,-37.9,-34.9,-32.0,0.3,4.24,167,4,4.359179224,0.000105132,0
61.25,25.25,,,,34.6,9.6,0.0,3.0,2.8,15.8,20.6,25.4,14.2,1.05,145,5,205.6747655,2.05e-12,0
96.25,18.25,,,,23.7,12.7,0.0,3.0,3.8,16.7,23.0,29.4,19.4,1.32,157,5,674.1254909,250.4928326,0
38.25,38.75,,,,69.9,6.6,24.82,0.7,58.2,-3.6,-0.3,3.0,4.5,11.57,162,3,480.7361859,0.0,0
101.75,24.25,,,,47.4,12.2,6.93,2.0,32.2,4.3,10.4,16.5,8.4,11.55,204,4,1010.630798,813.2189036,0
152.75,65.25,,,,90.4,8.2,31.0,0.0,22.7,-38.2,-34.1,-30.0,0.3,21.27,174,4,0.013087654,0.000208667,0
139.75,57.75,,,,52.1,6.2,31.0,0.2,11.7,-25.6,-22.5,-19.4,0.4,4.56,169,4,0.199144963,0.000241953,0
64.75,50.75,,,,37.4,8.3,31.0,0.1,8.0,-23.2,-19.0,-14.9,1.2,5.81,155,8,96.85506405,0.00569456,0
74.75,62.25,,,,74.0,6.8,31.0,0.0,22.8,-25.0,-21.6,-18.2,1.0,13.3,151,4,0.201859157,0.000166474,0
59.75,64.75,,,,67.4,8.7,31.0,0.3,25.8,-27.3,-22.9,-18.6,0.3,16.55,170,3,0.345529266,0.001454607,0
30.75,39.25,,,,75.4,7.5,24.26,0.8,40.4,-3.1,0.7,4.5,4.8,11.49,177,2,445.3506325,0.0,0
119.75,56.25,,,,59.1,12.2,31.0,0.0,1.9,-39.2,-33.1,-27.0,0.2,0.17,169,4,15.94806405,0.000316658,0
86.25,68.75,,,,84.2,6.5,31.0,0.0,37.8,-27.5,-24.2,-21.0,0.9,22.8,149,6,10.91624779,0.000855193,0
89.25,36.25,,,,38.9,14.8,31.0,0.7,1.4,-27.3,-19.9,-12.5,0.1,1.45,196,9,9.778607915,0.0,0
136.25,47.25,,,,42.5,7.6,31.0,0.4,15.9,-21.5,-17.7,-13.9,0.8,4.2,185,4,1.648651988,4.42e-05,0
-175.75,66.75,,,,79.1,7.7,31.0,0.0,57.1,-20.2,-16.3,-12.5,2.0,13.77,149,3,0.0,0.00133313,0
44.75,25.75,,,,40.6,12.2,0.23,3.3,9.0,9.0,15.1,21.2,7.3,3.1,176,9,48.05390384,0.0,0
37.382736,37.070479,Asia,Turkey,22/07/2014,69.4,7.2,16.06,0.9,99.9,0.7,4.3,7.9,5.9,13.65,186,2,1199.362539,0.0,1
165.25,64.75,,,,65.7,9.1,31.0,0.2,15.7,-30.7,-26.1,-21.6,0.4,11.12,171,6,6.920258196,0.00061245,0
96.75,39.25,,,,33.6,14.8,31.0,0.5,0.6,-32.7,-25.3,-17.9,0.0,0.69,220,3,0.466107919,0.0,0
133.75,63.75,,,,62.9,6.6,31.0,0.0,2.6,-45.9,-42.6,-39.3,0.2,3.28,168,5,2.582778958,0.000331999,0
128.75,71.75,,,,58.9,5.7,31.0,0.0,23.1,-44.5,-41.6,-38.8,0.2,16.83,144,3,2.407124204,0.001516147,0
104.75,66.75,,,,66.8,8.2,31.0,0.1,10.9,-36.8,-32.7,-28.6,0.2,9.39,181,3,6.470812858,0.000164839,0
53.75,28.25,,,,43.7,12.1,7.61,2.1,73.5,4.0,10.0,16.1,7.7,8.86,152,5,141.7696643,9.91e-12,0
90.75,75.25,,,,65.5,7.2,31.0,0.0,15.7,-31.9,-28.3,-24.7,0.6,17.8,156,3,5.766231641,0.001331314,0
25.571667,42.143056,Europe,Bulgaria,23/06/2016,80.7,7.2,23.33,0.5,36.6,-2.3,1.3,4.9,5.7,7.0,155,2,286.0397247,8.22744298,1
54.75,60.25,,,,75.2,6.5,31.0,0.0,52.4,-18.0,-14.7,-11.5,1.8,20.17,157,4,0.0,0.0,0
32.25,56.25,,,,90.2,5.3,29.98,0.0,68.2,-9.9,-7.2,-4.6,3.5,22.3,157,4,94.01810768,1.45e-05,0
93.25,28.75,,,,35.6,17.2,31.0,1.5,0.0,-15.0,-6.4,2.2,0.0,0.0,177,4,316.1405624,0.0,0
87.75,53.25,,,,56.3,10.7,31.0,0.1,6.6,-30.7,-25.3,-20.0,0.5,6.98,170,4,100.0816014,0.000241521,0
91.25,74.25,,,,66.4,7.3,31.0,0.0,17.0,-32.0,-28.3,-24.7,0.6,18.66,163,9,5.793556976,0.000818493,0
15.75,-26.25,,,,32.5,11.3,0.0,5.7,11.0,16.0,21.6,27.3,14.6,2.4,180,9,0.0,0.0,0
111.25,52.75,,,,29.9,12.1,31.0,0.1,1.8,-35.7,-29.6,-23.6,0.2,0.55,178,4,87.895955,0.000440136,0
117.75,60.75,,,,68.8,7.9,31.0,0.0,12.5,-35.3,-31.3,-27.4,0.4,8.6,166,4,2.65893532,0.000121717,0
81.25,26.25,,,,27.8,14.5,0.52,2.2,1.8,8.5,15.7,23.0,10.9,0.07,155,1,10440.10638,6540.073981,0
87.25,56.25,,,,60.0,8.6,31.0,0.0,6.2,-26.6,-22.3,-18.0,1.0,7.93,158,4,94.49198237,0.000842948,0
93.75,70.75,,,,67.3,7.1,31.0,0.0,24.4,-31.4,-27.8,-24.3,0.6,21.19,148,3,8.345875553,0.002401699,0
130.75,58.25,,,,67.5,8.0,31.0,0.0,10.6,-40.8,-36.8,-32.8,0.2,8.87,134,5,5.033905076,0.000851917,0
56.75,32.25,,,,46.2,14.1,14.19,1.7,14.3,1.4,8.4,15.5,6.4,5.55,186,9,7.433600932,0.0,0
88.75,26.75,,,,33.9,11.7,0.0,1.8,6.4,10.2,16.0,21.9,13.4,0.65,151,2,4808.046738,262.7999766,0
95.25,70.25,,,,64.6,7.2,31.0,0.1,22.5,-33.5,-29.9,-26.3,0.3,17.79,173,3,7.3304976,0.000948916,0
113.25,42.75,,,,24.0,10.6,31.0,0.6,0.9,-23.6,-18.3,-13.0,0.2,1.8,185,3,17.77919873,0.0,0
144.25,68.75,,,,61.6,7.3,31.0,0.0,13.4,-40.8,-37.1,-33.5,0.2,12.16,153,4,1.730660807,0.000241386,0
97.25,23.25,,,,19.1,13.5,3.39,2.2,14.6,6.1,12.8,19.6,10.5,3.11,139,4,65.21851039,92.74048616,0
85.75,25.25,,,,23.1,13.3,0.0,2.3,5.0,10.3,16.9,23.6,13.1,0.94,150,2,7232.725463,0.0,0
112.75,29.25,,,,73.7,4.4,17.92,1.1,30.3,0.0,2.2,4.4,4.6,8.77,149,2,724.4425513,1044.320362,0
172.25,63.75,,,,63.4,9.6,31.0,0.0,27.7,-26.9,-22.1,-17.3,1.4,11.81,175,5,0.0,0.000434721,0
54.75,32.25,,,,47.2,13.9,24.93,1.7,11.8,-3.7,3.3,10.3,2.5,5.16,159,9,93.35834011,0.0,0
106.25,66.75,,,,68.2,8.3,31.0,0.0,11.1,-37.1,-32.9,-28.8,0.3,9.34,167,4,0.0,0.0,0
88.25,45.75,,,,35.1,11.5,31.0,0.0,7.0,-26.3,-20.5,-14.8,1.5,4.33,178,8,145.9996335,0.0,0
63.75,47.25,,,,57.2,8.7,31.0,0.2,6.6,-19.2,-14.8,-10.5,1.8,7.2,153,9,53.356172,0.013008795,0
33.25,29.25,,,,34.6,12.0,1.54,2.8,1.2,7.4,13.4,19.4,8.7,1.07,174,9,2.17e-06,0.0,0
46.25,24.25,,,,42.3,11.4,0.0,3.2,10.0,10.2,15.9,21.6,8.7,3.3,179,9,54.85640145,0.0,0
101.25,70.25,,,,55.5,7.1,31.0,0.0,23.0,-32.8,-29.2,-25.7,0.4,12.9,163,3,6.639630996,0.000484679,0
120.75,47.25,,,,29.8,11.7,31.0,0.3,0.9,-32.3,-26.4,-20.6,0.1,0.52,164,4,119.5431596,0.0,0
97.25,34.75,,,,40.0,14.7,31.0,0.9,2.6,-23.3,-15.9,-8.6,0.1,2.39,220,3,72.36344795,0.0,0
41.75,60.25,,,,88.8,6.7,31.0,0.0,46.4,-16.3,-12.9,-9.6,2.3,19.06,158,4,26.44656812,4.2e-06,0
13.25,-17.75,,,,68.8,8.1,0.0,3.6,65.0,14.4,18.4,22.5,14.3,6.7,155,4,264.9197506,0.0,0
44.25,33.75,,,,45.1,11.4,4.64,1.7,33.6,5.4,11.1,16.8,9.2,6.72,150,2,1552.877195,166.1102852,0
48.75,53.75,,,,71.2,6.0,31.0,0.1,45.9,-15.1,-12.1,-9.1,2.3,19.96,150,2,222.8317263,0.000149522,0
40.75,25.75,,,,41.3,12.6,0.59,3.8,7.5,8.4,14.7,21.0,4.6,2.8,185,9,0.08651682,0.0,0
129.75,45.25,,,,31.9,10.4,31.0,0.3,1.4,-27.3,-22.1,-16.9,0.4,1.4,179,3,347.5681153,0.0,0
51.25,50.75,,,,61.8,8.3,31.0,0.2,19.4,-15.8,-11.6,-7.5,2.2,8.3,146,8,147.1533576,0.010739318,0
77.75,20.25,,,,13.4,15.1,0.0,3.4,0.1,13.9,21.4,29.0,12.4,0.01,164,2,3911.575223,971.5526183,0
107.75,59.25,,,,74.7,9.3,31.0,0.0,9.0,-36.8,-32.1,-27.5,0.3,5.4,173,4,5.966369837,9.87e-06,0
49.75,57.25,,,,66.6,6.0,31.0,0.0,51.2,-16.3,-13.3,-10.3,2.2,24.28,158,2,150.3321428,0.000332795,0
155.25,65.25,,,,83.2,8.2,31.0,0.0,19.8,-35.6,-31.5,-27.4,0.4,18.66,151,3,0.024670994,0.000312199,0
19.75,-17.75,,,,67.5,12.2,0.0,3.9,157.0,18.4,24.5,30.6,21.1,15.1,181,3,154.5152331,0.0,0
106.75,20.75,,,,79.0,3.3,0.0,1.8,13.2,12.3,13.9,15.6,11.9,6.09,147,2,265.4976518,0.0,0
85.25,24.25,,,,25.1,13.7,0.23,2.2,1.0,9.0,15.8,22.7,12.7,1.23,169,2,7679.717157,1601.390753,0
87.75,27.75,,,,37.7,18.1,31.0,1.5,4.8,-15.8,-6.7,2.4,0.1,0.76,110,5,1644.286779,436.7971798,0
114.75,65.25,,,,86.2,8.2,31.0,0.0,10.7,-36.2,-32.1,-28.0,0.3,9.97,167,4,1.865053535,0.000200225,0
-175.75,67.25,,,,82.0,7.3,31.0,0.0,57.0,-20.3,-16.6,-13.0,1.9,14.16,153,3,0.0,0.00313489,0
109.25,72.75,,,,61.9,6.1,31.0,0.0,30.1,-35.3,-32.2,-29.2,0.5,16.58,147,3,6.45349354,0.001539989,0
42.25,40.25,,,,61.0,9.2,30.12,0.5,27.1,-10.2,-5.6,-1.0,3.0,8.7,152,2,2008.269635,0.0,0
79.25,64.75,,,,93.0,6.8,31.0,0.0,24.0,-25.6,-22.2,-18.8,1.1,19.56,150,3,0.004746524,0.000819929,0
52.75,51.25,,,,58.9,8.1,31.0,0.2,18.6,-16.7,-12.6,-8.6,1.9,9.06,149,3,211.7866256,0.004666095,0
95.25,27.75,,,,32.1,13.9,0.39,1.8,23.3,8.7,15.6,22.6,14.3,2.73,153,3,0.0,0.0,0
90.75,45.25,,,,21.7,12.1,31.0,0.3,1.0,-28.0,-21.9,-15.9,0.0,0.92,191,3,118.4978394,0.0,0
22.75,39.25,,,,62.5,8.0,13.65,0.8,61.2,1.6,5.6,9.6,7.0,10.69,133,2,814.0026739,0.0,0
97.75,74.75,,,,56.1,6.8,31.0,0.0,17.5,-33.8,-30.4,-27.0,0.4,14.51,151,3,5.292823441,0.001065304,0
65.75,57.75,,,,50.7,7.5,31.0,0.1,9.1,-21.7,-17.9,-14.2,1.3,4.73,151,3,80.49944874,0.000100399,0
22.953797,43.109752,Europe,Serbia,15/07/2016,86.1,5.8,26.68,0.7,30.5,-5.4,-2.5,0.4,3.8,7.98,155,2,188.3163258,0.0,1
40.25,53.75,,,,82.2,5.9,30.84,0.2,42.9,-12.4,-9.4,-6.5,2.7,15.89,157,2,244.6206013,0.000261094,0
27.75,38.25,,,,64.4,9.4,10.02,1.1,112.1,3.0,7.7,12.4,7.5,10.25,154,2,7436.969126,0.0,0
97.25,52.75,,,,45.4,11.8,31.0,0.1,8.9,-37.3,-31.4,-25.5,0.2,8.42,186,9,22.77120337,0.000119834,0
45.25,51.75,,,,77.0,6.5,30.99,0.1,50.2,-13.7,-10.4,-7.2,2.6,11.62,164,2,291.5072245,0.000179477,0
138.25,67.25,,,,53.0,7.4,31.0,0.0,3.0,-49.3,-45.6,-41.9,0.1,2.64,177,9,1.619780337,0.000869037,0
20.478851,42.981403,Europe,Serbia,22/07/2016,81.1,5.8,26.19,0.7,46.1,-4.9,-2.0,0.9,4.0,8.71,176,2,1079.566566,0.0,1
82.25,29.25,,,,42.8,14.1,30.52,1.5,24.0,-11.2,-4.1,3.0,0.1,3.03,227,4,2492.766916,85.88566514,0
-176.25,66.25,,,,76.9,7.8,31.0,0.0,55.5,-20.1,-16.2,-12.3,2.0,13.04,157,3,0.0,0.000689155,0
120.25,37.25,,,,35.5,7.2,30.08,1.2,1.3,-10.1,-6.5,-2.9,1.7,1.64,160,2,1432.867209,0.0,0
38.25,39.25,,,,71.0,6.9,25.99,0.7,50.7,-4.7,-1.2,2.3,4.1,11.71,171,8,136.2514399,0.0,0
78.75,9.75,,,,44.1,7.0,0.0,4.1,23.0,23.1,26.6,30.1,26.5,2.21,145,2,4369.650894,54.32097101,0
35.38291,32.81113,Asia,Israel,7/9/2013,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,1
104.75,65.75,,,,69.1,8.1,31.0,0.1,11.6,-36.4,-32.3,-28.3,0.2,8.85,166,4,7.30979414,0.000206712,0
93.25,50.75,,,,43.0,12.4,31.0,0.1,15.2,-40.9,-34.7,-28.5,0.1,5.76,144,9,76.01072971,0.007216677,0
134.75,68.75,,,,51.0,6.4,31.0,0.0,7.4,-46.4,-43.2,-40.0,0.1,4.64,162,4,2.753365097,0.000154978,0
115.75,58.75,,,,75.6,8.2,31.0,0.1,6.7,-37.7,-33.6,-29.5,0.1,4.31,183,5,5.998765862,0.000359781,0
109.25,65.75,,,,74.5,8.5,31.0,0.0,10.7,-36.9,-32.6,-28.4,0.3,10.45,180,4,1.595762306,0.00036933,0
45.25,33.25,,,,44.0,11.2,3.73,1.6,35.0,5.9,11.5,17.1,10.2,6.12,146,6,260.9625932,18.2447412,0
-171.25,66.25,,,,80.7,7.6,31.0,0.0,54.5,-17.6,-13.8,-10.0,2.3,12.84,154,3,0.0,0.003101099,0
98.75,37.75,,,,33.9,13.9,31.0,0.7,0.9,-27.8,-20.8,-13.9,0.0,1.02,195,3,112.1297815,0.0,0
42.75,47.25,,,,80.4,5.5,28.48,0.3,19.7,-7.5,-4.7,-2.0,4.0,12.52,150,2,329.7505275,0.000994228,0
121.75,71.75,,,,63.8,6.0,31.0,0.0,17.8,-40.8,-37.8,-34.8,0.3,13.24,147,3,1.191992616,0.00145928,0
78.75,28.25,,,,43.6,14.3,2.45,1.9,6.9,6.7,13.8,21.0,9.7,0.39,158,2,8142.805072,16638.44188,0
147.75,63.75,,,,74.1,8.4,31.0,0.0,11.5,-41.6,-37.4,-33.2,0.3,9.57,207,9,0.149841559,0.000510577,0
31.75,64.75,,,,90.9,8.0,31.0,0.0,48.3,-16.3,-12.3,-8.3,2.3,18.99,155,4,1.253823209,0.000201424,0
46.25,54.25,,,,75.0,5.9,31.0,0.1,54.7,-14.2,-11.2,-8.3,2.3,19.93,152,4,556.6499311,0.00013304,0
35.44823639,32.63852634,Asia,Israel,19/03/2013,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,1
-8.25,7.75,,,,61.0,17.2,0.0,3.4,6.6,15.6,24.2,32.8,16.7,1.04,163,4,267.7929279,0.0,0
167.75,66.75,,,,66.6,10.0,31.0,0.1,13.4,-33.9,-28.9,-23.9,0.4,12.04,166,3,0.0,0.000238113,0
75.75,43.75,,,,42.8,9.9,30.88,0.3,8.1,-12.6,-7.6,-2.7,2.7,4.28,176,8,306.1104198,0.00074928,0
151.75,60.25,,,,65.3,6.8,31.0,0.2,15.2,-26.6,-23.2,-19.8,0.5,12.17,160,4,0.18262037,0.000196588,0
78.25,20.25,,,,13.1,15.0,0.0,3.4,0.4,14.2,21.7,29.2,13.4,0.03,161,2,3688.25354,697.2785305,0
81.25,59.75,,,,69.4,7.2,31.0,0.0,14.0,-26.1,-22.5,-18.9,0.9,12.62,151,4,3.871539196,0.000529083,0
128.25,71.75,,,,58.9,5.8,31.0,0.0,21.1,-45.0,-42.1,-39.2,0.2,15.42,163,3,1.351360807,0.00074587,0
146.25,62.25,,,,64.9,8.0,31.0,0.0,10.3,-38.5,-34.5,-30.5,0.4,6.92,190,4,0.030238784,0.000626807,0
