x,y,region,country,reportingDate,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
105.75,75.75,,,,54.2,6.7,31.0,0.0,11.1,-37.9,-34.5,-31.2,0.4,11.53,178,9,5.161576008,8.07e-05,0
120.75,66.75,,,,63.9,6.5,31.0,0.0,13.3,-37.0,-33.7,-30.5,0.3,7.05,158,4,1.948856992,0.00024733,0
114.25,42.75,,,,24.2,10.5,31.0,0.7,1.3,-24.4,-19.1,-13.9,0.0,1.48,183,3,1.123033867,0.0,0
147.25,62.75,,,,70.1,7.8,31.0,0.0,11.7,-37.5,-33.6,-29.7,0.4,8.46,157,4,0.052850174,0.000493062,0
162.75,61.75,,,,70.3,7.8,31.0,0.0,21.2,-24.0,-20.1,-16.2,1.4,10.2,145,3,17.67103277,0.001123791,0
40.75,31.25,,,,36.1,12.3,7.38,2.3,5.2,4.1,10.2,16.4,7.0,3.63,172,9,0.0,0.0,0
53.25,44.25,,,,71.2,8.1,28.77,0.6,11.0,-7.9,-3.8,0.3,3.8,8.42,164,9,3.666718361,0.005392959,0
166.75,68.75,,,,70.6,9.6,31.0,0.1,6.3,-34.3,-29.5,-24.7,0.4,9.77,173,9,0.0,0.000299759,0
102.25,78.25,,,,55.0,7.5,31.0,0.0,11.1,-38.0,-34.2,-30.5,0.5,12.73,144,9,5.434244508,0.000611931,0
95.75,59.75,,,,73.7,7.5,31.0,0.1,15.9,-32.5,-28.7,-25.0,0.3,7.34,158,4,14.41010632,2.12e-05,0
77.25,56.25,,,,52.5,7.8,31.0,0.0,6.0,-26.6,-22.7,-18.8,1.0,3.05,153,2,111.3274003,0.000849035,0
141.25,65.25,,,,54.9,8.3,31.0,0.0,2.2,-51.2,-47.0,-42.9,0.2,2.0,199,9,2.099256575,0.001365282,0
19.75,-22.25,,,,57.5,14.2,0.0,4.8,85.0,18.1,25.2,32.3,17.9,12.0,189,3,231.6863714,0.0,0
30.25,63.75,,,,91.5,8.0,31.0,0.0,57.5,-15.9,-11.9,-7.9,2.5,23.44,160,4,1.234467145,0.000658613,0
43.25,42.25,,,,73.7,8.6,26.87,0.6,59.2,-5.6,-1.3,3.0,4.5,9.81,175,2,3355.782887,0.058771872,0
104.75,19.25,,,,55.8,7.9,0.0,2.3,30.4,12.6,16.5,20.5,13.3,8.74,168,2,1446.004606,366.1106141,0
94.75,56.25,,,,66.5,8.9,31.0,0.0,7.1,-28.6,-24.1,-19.7,0.8,9.12,161,4,75.69786562,4.98e-05,0
118.25,30.75,,,,60.6,6.7,24.71,1.3,30.2,-3.5,-0.1,3.3,3.2,8.8,157,4,317.7333227,735.1913484,0
97.75,30.75,,,,42.7,15.3,31.0,1.2,2.7,-15.5,-7.8,-0.2,0.1,2.6,208,3,1657.180527,0.0,0
68.25,45.75,,,,55.2,9.7,31.0,0.2,9.6,-16.2,-11.3,-6.5,2.4,6.55,160,9,206.4882628,0.005182629,0
101.75,74.75,,,,50.7,6.6,31.0,0.0,17.2,-33.9,-30.6,-27.3,0.5,12.77,153,3,4.977942847,0.000734574,0
76.25,29.25,,,,46.7,14.4,3.73,2.0,2.0,5.9,13.1,20.3,8.8,0.17,161,2,2530.090963,12675.21849,0
35.61,33.34,Asia,Lebanon,30/01/2014,61.1,8.4,5.23,1.5,114.6,5.1,9.3,13.5,8.7,14.33,187,2,730.5266157,0.0,1
37.018892,38.158225,Asia,Turkey,6/1/2014,72.0,8.2,28.84,0.6,60.5,-8.0,-3.9,0.2,3.4,11.59,186,2,383.7438013,0.0,1
71.25,24.75,,,,11.3,18.2,0.74,3.3,0.1,8.2,17.3,26.4,7.8,0.0,144,9,1527.923157,1276.939967,0
41.25,58.25,,,,85.8,6.0,31.0,0.1,40.8,-14.2,-11.2,-8.2,2.4,17.88,155,4,35.64674496,9.27e-05,0
153.75,67.25,,,,87.4,8.5,31.0,0.0,18.7,-37.0,-32.7,-28.5,0.3,18.64,154,3,3.117765365,0.000225335,0
119.25,72.25,,,,66.2,5.9,31.0,0.0,18.9,-40.0,-37.0,-34.1,0.3,12.94,147,3,1.965691348,0.001673681,0
76.25,70.25,,,,83.2,7.0,31.0,0.0,27.7,-25.7,-22.2,-18.7,1.1,19.98,147,3,0.003349085,0.003291407,0
107.25,30.75,,,,78.4,4.7,13.92,0.9,14.8,1.5,3.8,6.2,5.8,11.27,170,2,305.9402257,1482.002946,0
46.75,56.25,,,,72.1,5.6,31.0,0.0,52.3,-14.5,-11.7,-8.9,2.4,23.5,153,11,253.0899501,0.0,0
100.75,26.25,,,,30.8,12.7,11.55,2.1,21.1,2.4,8.7,15.1,5.8,6.57,178,4,657.3524387,282.7500633,0
112.75,33.25,,,,56.7,9.0,26.39,1.3,1.1,-5.1,-0.6,3.9,2.6,1.73,156,2,18400.80341,0.0,0
135.75,45.25,,,,38.9,7.3,31.0,0.6,15.9,-20.3,-16.6,-13.0,0.8,3.3,184,4,0.229093428,0.000207119,0
103.75,33.75,,,,54.6,14.5,31.0,1.1,3.4,-15.0,-7.7,-0.5,0.0,2.9,225,3,431.9961096,0.0,0
118.25,42.75,,,,22.8,10.3,31.0,0.8,0.3,-23.1,-17.9,-12.8,0.0,0.51,178,3,124.7835103,0.0,0
123.25,52.75,,,,41.1,15.3,31.0,0.1,0.7,-37.7,-30.0,-22.4,0.2,0.72,181,4,58.11188853,0.0,0
109.75,36.75,,,,40.0,11.8,30.99,1.0,1.2,-13.6,-7.7,-1.8,0.7,1.96,178,2,409.1206955,0.0,0
106.25,50.75,,,,38.5,8.5,31.0,0.0,10.0,-28.9,-24.6,-20.4,0.8,7.01,141,4,155.9703362,0.002321825,0
116.75,38.25,,,,24.0,10.7,30.12,1.1,0.0,-10.2,-4.8,0.6,1.7,0.1,147,2,9051.020915,0.0,0
91.75,75.25,,,,65.3,7.3,31.0,0.0,13.5,-33.0,-29.3,-25.7,0.5,17.21,168,3,6.304196662,0.000759909,0
175.75,64.25,,,,56.3,8.6,31.0,0.0,33.4,-22.8,-18.5,-14.2,1.7,11.95,144,3,0.0,0.002447582,0
167.75,67.75,,,,69.5,9.7,31.0,0.1,9.5,-33.8,-28.9,-24.1,0.4,13.33,182,9,0.0,0.000226208,0
75.75,37.25,,,,51.6,9.8,31.0,0.6,15.4,-21.4,-16.5,-11.6,0.1,2.15,213,10,92.23426148,0.0,0
103.25,50.25,,,,34.3,10.7,31.0,0.2,20.0,-33.7,-28.3,-23.0,0.1,8.76,205,3,79.48621464,0.0,0
16.25,-22.25,,,,50.0,15.5,0.0,5.6,51.0,18.1,25.8,33.6,13.4,9.9,169,3,97.50842702,0.0,0
25.75,30.75,,,,33.1,9.8,0.23,2.8,15.3,9.0,13.9,18.8,10.0,5.23,159,9,0.010722847,1.93e-05,0
104.75,39.75,,,,28.5,12.1,31.0,0.4,0.7,-19.5,-13.4,-7.4,1.4,0.75,180,3,14.74379028,0.0,0
22.102647,42.551985,Europe,Serbia,8/7/2016,83.9,6.2,26.19,0.7,28.7,-4.9,-1.8,1.3,4.1,8.41,198,4,156.8329071,0.0,1
47.25,48.25,,,,76.0,6.9,30.21,0.3,15.7,-10.4,-6.9,-3.5,3.3,8.2,147,8,92.8440496,2.216959875,0
153.25,70.75,,,,81.7,8.6,31.0,0.1,18.2,-37.4,-33.1,-28.8,0.2,15.45,145,3,2.390979783,0.01930715,0
38.25,64.25,,,,91.7,6.8,31.0,0.0,53.0,-16.0,-12.6,-9.2,2.3,20.24,157,4,3.016980211,0.000714986,0
38.75,57.25,,,,86.7,5.8,30.91,0.1,42.7,-12.8,-9.9,-7.0,2.6,15.14,153,2,158.118381,4.71e-05,0
76.75,58.25,,,,59.8,7.9,31.0,0.0,10.5,-27.0,-23.0,-19.1,0.9,6.76,153,6,10.60118172,5.4e-05,0
105.25,55.75,,,,59.3,10.0,31.0,0.1,8.0,-37.4,-32.4,-27.4,0.2,5.6,177,4,11.53507787,1.18e-05,0
82.25,72.75,,,,69.0,7.3,31.0,0.0,51.8,-27.0,-23.3,-19.7,0.9,23.41,164,3,6.453071918,0.001390839,0
104.75,51.25,,,,47.3,9.2,31.0,0.1,20.1,-31.5,-26.9,-22.3,0.3,9.85,193,4,130.1704197,0.000193053,0
48.25,55.75,,,,69.0,6.1,31.0,0.1,50.6,-15.6,-12.5,-9.5,2.2,24.13,154,2,1211.217778,0.027176585,0
116.25,55.25,,,,54.8,11.6,31.0,0.1,0.9,-36.7,-30.9,-25.1,0.1,0.69,188,4,23.45362382,0.00019174,0
90.25,64.25,,,,82.8,6.6,31.0,0.1,25.2,-31.6,-28.3,-25.0,0.4,15.2,173,4,4.636580383,0.000187042,0
45.75,61.25,,,,82.2,7.0,31.0,0.0,43.9,-17.3,-13.8,-10.3,2.1,22.41,161,4,6.560541796,2.11e-05,0
97.75,69.25,,,,62.4,7.7,31.0,0.0,15.8,-37.9,-34.0,-30.2,0.3,14.21,179,9,5.76768194,0.000787902,0
29.25,59.25,,,,92.4,5.4,29.77,0.0,73.5,-9.5,-6.8,-4.1,3.7,23.47,151,4,63.14402221,1.24e-05,0
20.027238,42.301294,Europe,Albania,17/10/2016,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,1
117.75,30.25,,,,64.4,6.1,24.93,1.5,33.7,-3.7,-0.6,2.5,2.6,9.96,148,4,111.2544768,87.88935952,0
123.75,46.25,,,,26.8,11.4,31.0,0.2,1.0,-26.1,-20.4,-14.7,1.0,0.83,154,2,111.2942838,0.0,0
135.25,65.25,,,,56.7,6.8,31.0,0.0,1.8,-47.9,-44.5,-41.1,0.2,2.2,187,4,1.675433803,0.000255056,0
111.75,68.75,,,,73.0,7.1,31.0,0.0,16.9,-36.3,-32.7,-29.2,0.4,10.33,166,4,1.096203521,0.000151747,0
101.25,52.25,,,,36.6,11.1,31.0,0.2,11.3,-36.3,-30.7,-25.2,0.0,8.31,178,9,51.10591032,0.000365544,0
123.25,57.25,,,,76.8,8.5,31.0,0.0,9.2,-33.5,-29.2,-25.0,0.4,8.72,183,4,6.796442188,8.07e-05,0
51.25,60.75,,,,73.0,6.4,31.0,0.0,50.2,-17.2,-14.0,-10.8,2.0,19.24,155,4,5.499561126,1.91e-05,0
97.75,20.25,,,,29.5,12.9,0.0,2.4,10.0,11.8,18.2,24.7,14.8,4.34,152,2,480.6179411,364.148474,0
53.25,32.25,,,,44.3,13.0,25.04,1.5,18.9,-3.8,2.7,9.2,2.5,6.03,198,5,25.51179188,0.0,0
50.25,56.25,,,,66.0,6.1,31.0,0.1,50.5,-16.3,-13.2,-10.2,1.9,23.46,155,3,874.1531723,0.000649602,0
43.25,60.75,,,,87.4,6.9,31.0,0.0,46.5,-17.0,-13.5,-10.1,2.3,18.67,155,4,5.71425917,9.38e-06,0
139.75,70.75,,,,55.9,6.9,31.0,0.0,12.0,-44.8,-41.3,-37.9,0.2,8.5,147,3,2.613255006,0.001298226,0
102.26932,30.18072,Asia,China,10-Oct-20,50.5,9.1,26.96,1.4,6.5,-5.7,-1.1,3.5,1.9,4.71,177,4,250.8833309,0.0,1
119.75,49.75,,,,29.3,11.5,31.0,0.0,1.6,-33.3,-27.5,-21.8,0.6,0.76,180,3,95.97823115,0.0,0
122.75,57.75,,,,77.8,8.4,31.0,0.1,9.4,-33.5,-29.3,-25.1,0.3,8.43,182,4,6.113373484,0.000162419,0
87.25,68.25,,,,85.0,6.2,31.0,0.0,33.7,-28.1,-25.0,-21.9,0.7,21.28,152,4,10.59370302,0.000502772,0
35.38291,32.81113,Asia,Israel,7/9/2013,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,1
76.75,39.75,,,,49.1,10.0,30.94,0.4,0.5,-13.0,-8.0,-3.0,2.6,0.19,182,3,28.22424487,0.0,0
51.75,57.75,,,,66.0,6.1,31.0,0.1,46.5,-16.8,-13.7,-10.7,1.9,23.36,159,2,116.2934261,0.000228611,0
35.41417565,32.65571941,Asia,Israel,19/03/2013,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,1
50.75,21.75,,,,35.9,8.4,0.0,3.7,0.0,16.6,20.8,25.0,15.1,0.0,158,9,4.165239685,0.0,0
95.75,73.75,,,,60.0,6.9,31.0,0.0,20.2,-32.6,-29.1,-25.7,0.5,16.29,158,3,5.370038789,0.000761158,0
13.25,-13.25,,,,76.3,8.6,0.0,3.3,55.0,18.2,22.5,26.8,21.2,6.8,187,3,408.76326,0.0,0
37.25,67.25,,,,90.9,7.1,31.0,0.0,47.7,-17.2,-13.6,-10.1,2.1,16.64,157,11,0.008614354,0.0,0
133.25,54.25,,,,48.8,9.9,31.0,0.0,7.6,-32.0,-27.0,-22.1,0.7,4.76,151,4,0.266783365,0.000273172,0
48.25,62.75,,,,77.9,7.2,31.0,0.0,39.5,-18.7,-15.1,-11.5,1.8,21.96,163,4,3.756511876,0.000206361,0
73.75,66.25,,,,86.8,6.4,31.0,0.0,27.3,-24.5,-21.3,-18.1,1.2,19.29,147,6,0.002264189,0.000622698,0
123.75,57.25,,,,78.4,7.9,31.0,0.0,10.2,-32.5,-28.5,-24.6,0.6,9.74,164,4,8.338589904,0.000233224,0
50.75,60.75,,,,72.0,6.4,31.0,0.0,46.9,-17.3,-14.1,-10.9,2.1,18.69,160,4,5.13614528,2.1e-05,0
24.75,40.75,,,,71.0,6.4,11.55,0.9,50.4,2.4,5.6,8.8,6.8,8.4,135,4,138.4714373,7.18e-06,0
100.25,33.75,,,,42.2,18.4,31.0,1.1,4.4,-20.8,-11.6,-2.4,0.0,3.84,190,3,164.398951,0.0,0
44.25,17.75,,,,43.0,11.0,0.0,3.1,12.0,11.7,17.2,22.7,14.0,2.1,183,9,0.149507066,0.0,0
151.25,61.75,,,,71.5,7.6,31.0,0.0,17.8,-34.2,-30.4,-26.6,0.4,16.61,181,4,0.029053746,0.000427128,0
39.75,36.75,,,,61.3,10.6,12.6,1.1,47.1,2.0,7.3,12.6,7.1,10.25,170,2,260.4770311,0.0,0
139.25,63.75,,,,55.8,7.9,31.0,0.0,1.2,-49.4,-45.4,-41.5,0.2,1.02,195,3,2.487350763,0.001374575,0
73.75,56.25,,,,43.0,8.1,31.0,0.0,4.9,-25.8,-21.7,-17.7,1.0,3.77,154,3,141.9328024,0.000496353,0
116.25,28.75,,,,72.3,5.0,17.66,1.3,41.2,0.1,2.6,5.1,4.6,10.02,145,2,0.0,1955.115898,0
30.75,24.75,,,,26.6,16.4,3.06,3.6,0.9,6.3,14.5,22.7,7.6,0.0,179,9,20.87709389,0.098548068,0
147.75,70.25,,,,67.4,7.8,31.0,0.1,20.4,-35.7,-31.8,-27.9,0.3,16.45,147,9,2.372163061,0.024749743,0
21.25,-9.75,,,,82.5,12.7,0.0,3.0,203.4,16.4,22.7,29.1,20.4,13.98,181,5,0.404041319,0.0,0
35.207342,32.403422,Asia,West Bank,30/04/2013,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,1
46.99,42.28,Europe,Russian Federation,20/06/2016,68.8,8.1,31.0,0.6,38.4,-15.6,-11.5,-7.5,1.3,10.08,220,2,1363.856388,0.00723742,1
33.25,61.75,,,,92.7,6.1,30.96,0.0,63.7,-13.2,-10.1,-7.1,2.8,20.66,151,4,22.23691328,0.0,0
63.25,63.25,,,,70.1,7.5,31.0,0.1,21.2,-23.1,-19.3,-15.6,1.1,10.03,145,11,0.168175215,0.007997931,0
65.75,46.25,,,,55.7,8.8,31.0,0.3,6.8,-16.3,-11.9,-7.5,2.1,6.12,151,9,63.95856462,0.006942229,0
90.75,43.25,,,,24.7,13.3,31.0,0.4,1.0,-24.2,-17.5,-10.9,0.5,0.49,151,9,0.001373471,0.0,0
130.75,70.25,,,,55.6,6.2,31.0,0.0,15.8,-46.3,-43.2,-40.1,0.2,11.18,168,3,1.023253695,0.000233649,0
35.939,37.424,Asia,Turkey,17/04/2014,61.4,7.6,1.11,1.5,145.9,7.8,11.6,15.4,7.5,11.75,146,2,1268.416503,0.0,1
79.25,55.75,,,,54.4,7.6,31.0,0.0,5.9,-26.5,-22.7,-18.9,1.0,4.24,153,2,121.5112973,0.001225745,0
61.75,60.25,,,,67.1,8.0,31.0,0.0,23.4,-21.5,-17.5,-13.5,1.4,7.04,150,6,11.05472394,0.000343197,0
106.75,38.25,,,,37.3,10.8,31.0,0.8,0.7,-16.7,-11.3,-5.9,0.3,1.17,188,8,20.47660143,0.0,0
27.25,39.25,,,,66.5,8.0,11.81,1.1,94.8,2.3,6.3,10.3,7.1,11.36,131,8,2112.591804,0.0,0
115.75,59.75,,,,73.9,8.2,31.0,0.1,9.8,-37.6,-33.5,-29.4,0.1,6.63,188,4,3.798949168,0.000471315,0
19.940754,42.600134,Europe,Montenegro,29/01/2018,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,4,548.1908323,0.0,1
50.25,53.75,,,,71.5,6.2,31.0,0.1,46.2,-15.6,-12.5,-9.4,2.1,19.22,150,2,232.7778335,0.000702123,0
91.75,58.25,,,,72.3,8.4,31.0,0.0,13.5,-28.9,-24.7,-20.5,0.8,9.34,152,4,27.80227512,0.000202754,0
144.25,64.25,,,,61.4,8.4,31.0,0.0,6.3,-47.6,-43.4,-39.2,0.3,4.78,181,4,2.691554807,0.000276863,0
22.264867,42.381845,Europe,Serbia,1/7/2016,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,1
86.75,61.75,,,,78.2,7.8,31.0,0.0,21.6,-28.0,-24.1,-20.2,0.8,15.17,156,4,5.365705713,7.05e-05,0
98.25,26.75,,,,25.5,12.2,15.52,1.7,34.9,0.9,7.0,13.1,6.6,9.9,143,4,0.702076778,50.05833751,0
82.75,30.25,,,,45.0,15.4,31.0,1.2,20.5,-19.0,-11.3,-3.6,0.1,3.34,231,3,128.9206922,0.0,0
100.75,56.25,,,,62.7,10.7,31.0,0.0,9.3,-32.9,-27.5,-22.2,0.6,9.49,173,4,27.15457964,2.65e-05,0
46.25,63.75,,,,81.2,7.6,31.0,0.0,43.9,-19.6,-15.8,-12.0,1.8,23.42,156,4,1.071410611,0.00023199,0
51.25,29.25,,,,44.7,9.2,0.08,2.0,78.1,9.4,14.0,18.6,11.7,9.74,159,5,429.8389023,0.0,0
60.25,31.25,,,,40.9,15.3,20.52,1.8,12.7,-1.0,6.7,14.4,5.4,4.54,156,9,11.29603175,0.0,0
60.25,49.75,,,,54.5,9.4,31.0,0.2,11.1,-21.9,-17.2,-12.5,1.3,7.03,162,8,59.58496027,0.003032772,0
179.75,68.25,,,,59.7,8.6,31.0,0.0,34.2,-29.2,-24.9,-20.6,0.8,15.69,171,9,0.0,0.001127099,0
93.75,74.75,,,,62.3,7.3,31.0,0.0,13.3,-33.3,-29.6,-26.0,0.5,16.12,167,3,6.251070028,0.000595633,0
159.75,54.25,,,,71.4,5.5,31.0,0.0,59.9,-17.1,-14.3,-11.6,2.1,15.14,152,3,0.610837582,0.006834104,0
49.75,66.25,,,,79.0,7.6,31.0,0.0,35.3,-21.0,-17.2,-13.4,1.5,20.18,155,4,0.591541045,0.000481408,0
111.25,37.25,,,,33.7,11.2,31.0,1.1,1.7,-16.0,-10.4,-4.8,0.0,2.76,195,4,506.9505848,0.0,0
101.75,38.75,,,,31.4,13.3,31.0,0.7,1.3,-20.9,-14.2,-7.6,0.0,0.85,206,3,129.9988008,0.0,0
104.75,26.75,,,,63.5,5.9,23.45,1.5,27.8,-2.4,0.6,3.6,2.8,13.88,156,3,2062.602102,168.2267096,0
36.25,32.75,,,,55.3,9.5,6.06,1.5,41.6,4.7,9.4,14.2,8.8,10.37,177,2,1776.045207,0.0,0
101.75,61.25,,,,73.6,9.4,31.0,0.0,11.3,-38.6,-33.9,-29.2,0.2,5.69,165,4,9.960534347,0.000189091,0
51.25,55.75,,,,67.4,6.2,31.0,0.1,48.0,-16.6,-13.5,-10.4,1.9,21.14,156,3,1017.035458,0.00062373,0
138.75,50.75,,,,47.5,8.9,31.0,0.2,21.2,-25.5,-21.0,-16.6,0.7,10.01,174,4,0.52164366,3.24e-05,0
20.27017,41.869087,Europe,Albania,20/08/2016,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,1
88.25,73.75,,,,69.7,7.1,31.0,0.0,26.2,-29.7,-26.1,-22.6,0.8,19.87,158,3,0.0,0.0,0
123.75,69.25,,,,63.2,5.7,31.0,0.0,18.5,-38.9,-36.0,-33.2,0.3,11.4,147,4,1.351595749,0.000806485,0
61.25,25.75,,,,34.9,10.6,0.0,2.8,2.7,14.2,19.5,24.8,13.2,1.09,146,9,505.4508483,0.0,0
110.25,21.75,,,,77.3,5.4,0.45,1.6,12.9,8.6,11.3,14.0,10.3,6.76,151,4,2979.650959,2355.436299,0
116.25,68.25,,,,77.1,7.2,31.0,0.0,15.5,-36.6,-33.0,-29.4,0.3,9.99,165,4,1.337956161,0.000142823,0
108.75,75.25,,,,57.9,6.6,31.0,0.0,10.0,-40.1,-36.8,-33.5,0.4,9.5,178,9,5.645098238,0.000262554,0
110.25,33.75,,,,57.2,8.9,28.91,1.4,0.9,-8.1,-3.6,0.9,0.6,2.39,152,2,556.3142536,0.0,0
94.25,20.25,,,,23.8,12.8,0.0,2.7,2.7,12.9,19.3,25.7,15.7,1.1,147,5,822.2836458,196.3682997,0
67.75,59.75,,,,57.8,7.3,31.0,0.0,12.9,-22.8,-19.1,-15.5,1.3,5.05,148,6,1.066358847,0.002014059,0
109.25,59.75,,,,75.4,8.9,31.0,0.0,10.2,-36.4,-31.9,-27.5,0.4,6.55,170,4,4.954974937,1.62e-05,0
19.5789,41.0503,Europe,Albania,22/08/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0,1
96.75,19.25,,,,26.6,13.0,0.0,2.7,3.7,13.3,19.8,26.3,16.6,1.59,181,4,94.7997442,120.9508288,0
59.75,51.75,,,,50.8,9.3,31.0,0.2,10.2,-22.8,-18.1,-13.5,1.2,5.9,169,2,203.6227985,0.000543994,0
126.75,50.25,,,,25.0,12.8,31.0,0.1,1.6,-31.8,-25.4,-19.0,0.5,1.66,174,4,107.7882405,17.13563073,0
47.25,28.75,,,,38.9,10.7,0.39,2.8,20.1,8.7,14.0,19.4,8.9,7.09,159,9,7.546973498,0.0,0
89.25,56.75,,,,62.9,8.7,31.0,0.0,9.1,-27.7,-23.3,-19.0,0.9,10.96,158,4,42.05613758,3.82e-05,0
94.75,32.75,,,,40.5,15.0,31.0,1.0,1.6,-21.0,-13.5,-6.0,0.2,1.28,208,3,134.4476807,0.0,0
31.25,58.25,,,,92.2,5.6,29.83,0.0,59.2,-9.6,-6.8,-4.0,3.7,21.47,145,11,0.0,0.0,0
92.25,74.75,,,,65.0,7.3,31.0,0.0,13.8,-32.6,-28.9,-25.3,0.6,16.66,157,3,5.416943683,0.000613183,0
76.25,40.25,,,,45.6,9.8,31.0,0.5,2.5,-23.1,-18.2,-13.3,0.0,0.79,105,3,0.13434101,0.0,0
105.75,53.75,,,,57.4,9.3,31.0,0.1,7.8,-34.5,-29.8,-25.2,0.3,5.7,177,4,30.53187546,8.34e-05,0
